id,author,author_id,author_thumbnail,text,like_count,reply_count,date,is_favorited
UgwgbxQGL8W0SOz8yB14AaABAg,@섯버-m6u,UCH-HgM48rnJhuNihCG1CB1w,https://yt3.ggpht.com/ytc/AIdro_kYy_80lhbRYnxOGcZhPVyC_sgDut80jLKwKCZromjA1x0=s88-c-k-c0x00ffffff-no-rj,진짜 미나미 사랑스럽다 ㅠㅠㅠ,2,0,2026-08-18 09:00:00,False
UgwswKgfjj3r0DOf_fd4AaABAg,@devjun2050,UCj9FoKW2zPtm6VR3cAdApow,https://yt3.ggpht.com/ytc/AIdro_k65DZsAHQBUnAuOxSZT7r9fAk4iy8_eNYr_aT6LrBfoCwrcS85Lh9VOPaGRI17GotdtA=s88-c-k-c0x00ffffff-no-rj,"1편만 보고 아직 2편을 안본사람이 반이 넘음..
2편이 완전 영화인데..
1편만 본사람들은 꼭봐야함
아모르파티~!",1,0,2026-08-23 01:06:00,False
Ugx3fhZ7MQeUzuf1Qed4AaABAg,@송파루찌혀기,UCDcvxtkRTU_a6m1sF5g309Q,https://yt3.ggpht.com/ytc/AIdro_lFFW-nj60JfhTG590s75U0dWxzJiGsU07Mq2tqA7-t2yj2XpI=s88-c-k-c0x00ffffff-no-rj,이때도 누구~~게?? 가 있었네요 ㅋㅋㅋ,1,0,2026-08-22 21:00:00,False
UgwSjM1DHt_aFPxpWZN4AaABAg,@jky5730,UCNMuOqzFjlgpkVlFWkbEONg,https://yt3.ggpht.com/ytc/AIdro_mlodTC3IPGjQA5VW_VzH8Q6wxYP4b_IfBD5o54yBJ5Ug=s88-c-k-c0x00ffffff-no-rj,피디님 역량이 대단하시네요 마지막 구성이 너무 좋아요 영상 너무 잘봤습니다,1,0,2026-08-22 16:00:00,False
UgymNWFMrWoxQfwP4JV4AaABAg,@오뉴리-h7e,UC3B8TKmWN8-BoCHLOrEBC8w,https://yt3.ggpht.com/ytc/AIdro_l1Ei_UOn3gRmgfSr7yz9KSSKyCjd8q_rgy03IhZBNtW-WLHx4=s88-c-k-c0x00ffffff-no-rj,미쳤다 서사,1,0,2026-08-22 16:00:00,False
Ugxu8PZbjAO04nCmMU94AaABAg,@hch-s4z,UC2IRRlXSe7kKqEe4Id6JRmw,https://yt3.ggpht.com/ytc/AIdro_m2s7giIp50Sj11wAtuWvTVtCsLGdQ3MZYGHIoIzN3m5j0jU_Ih9WuIE6Ndg51XKUdFJg=s88-c-k-c0x00ffffff-no-rj,"거제야호😂
이것때문에 구독까지 했네요 
노래잘하고 얼글도 예쁘고 예능도 굿
최고 아이돌 탄생🎉🎉🎉",1,0,2026-08-22 15:00:00,False
UgxaVahhrB3Uzk81XEZ4AaABAg,@chae_eeun,UCsQL_Cm2zxFj_7HMutc3X3w,https://yt3.ggpht.com/YxgbpfgrFHdwifwQO6J6SanzQrBrv65Jpum2BVyZ_6LaDk7nlE6mIIZ6IZHkcs29Al4RLWlCSQ=s88-c-k-c0x00ffffff-no-rj,"원이언니랑 미나미언니 극호감임
원이언니 진짜 사투리 너무 귀엽고 미나미님 갸루도 귀엽지만 본체도 귀여우셔요 ㅋㅋ 제나님 리브님 메이님도 너무 예쁘고 걍 다해요 ❤",1,0,2026-08-22 14:00:00,False
UgwsXMLzT5-UjFUkmiZ4AaABAg,@아키엔지니어,UCLAZ0fLJrQ6CORQvxpx8tQQ,https://yt3.ggpht.com/ytc/AIdro_mHABxys7o5BOumMvW-CcSaJcTwNat-vFvWX1bRKzwOsvGYa84=s88-c-k-c0x00ffffff-no-rj,거제제일고 ㅎㅎㅎ 자랑스럽다,1,0,2026-08-22 13:00:00,False
Ugz_djOnfWb_X4fJWsN4AaABAg,@Coo6974mint,UCFgy1LSZql7JfLJ_ykQXOlg,https://yt3.ggpht.com/NfElLUurArsKkcRzH9EkRPluwEQh-w11ph6YrgA_pT6GWFo1QnwPwy9UCaRqGbS21boynp2R-o8=s88-c-k-c0x00ffffff-no-rj,거제 야호를 알아도 원이한테만 가노,1,0,2026-08-22 12:00:00,False
UgyMF3qKW28oL10K-ml4AaABAg,@babo-mungcheng2,UCfh3icrUVp9JjTOQE7_kZ3w,https://yt3.ggpht.com/ytc/AIdro_luIjVwDR81uY53JTESj8kwc4G_RVf7yuY_rDTeWn9UgQr2ebFmhFWJW69nQCIdNqK3DA=s88-c-k-c0x00ffffff-no-rj,미나미 보면볼수록 그냥 천상아이돌이네ㅋㅋ,1,0,2026-08-22 12:00:00,False
